embryo_id,bf_f_infocus,if_zsum,Score_str,Uniformly_sampled_timepoint,cv0_split0,cv0_split1,cv0_split2,cv0_split3,cv0_split4,cv1_split0,cv1_split1,cv1_split2,cv1_split3,cv1_split4,cv2_split0,cv2_split1,cv2_split2,cv2_split3,cv2_split4,cv3_split0,cv3_split1,cv3_split2,cv3_split3,cv3_split4,cv4_split0,cv4_split1,cv4_split2,cv4_split3,cv4_split4
ds3_122,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_122.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_122.tif,abnormal,133,train,test,train,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,test,train,test,train,train,train
ds3_123,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_123.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_123.tif,normal,149,test,train,train,train,train,val,train,train,train,test,train,val,train,test,train,val,test,train,train,train,train,val,test,train,train
ds3_124,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_124.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_124.tif,abnormal,123,val,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val,train,train,train,train,test,train
ds3_125,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_125.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_125.tif,abnormal,126,val,test,train,val,train,train,test,train,train,train,train,val,val,train,test,train,train,test,val,train,train,train,test,train,train
ds3_126,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_126.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_126.tif,abnormal,150,test,train,val,train,train,train,train,train,val,test,val,train,train,test,train,test,train,train,train,val,train,train,train,test,train
ds3_127,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_127.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_127.tif,abnormal,144,train,train,test,train,val,train,test,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,val,test,train
ds3_128,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_128.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_128.tif,abnormal,140,val,test,val,train,train,train,train,train,train,test,train,train,test,train,train,train,train,test,train,train,train,train,val,train,test
ds3_129,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_129.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_129.tif,abnormal,150,train,val,test,train,train,train,val,train,train,test,val,train,test,train,train,test,train,train,train,train,train,train,train,test,train
ds3_130,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_130.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_130.tif,abnormal,118,train,train,train,test,train,train,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,train,val,test,train
ds3_131,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_131.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_131.tif,normal,145,train,train,val,test,train,train,train,train,test,train,train,val,train,test,train,train,train,train,test,train,train,train,train,test,val
ds3_132,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_132.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_132.tif,abnormal,132,train,test,train,train,val,train,train,val,val,test,train,val,train,train,test,train,test,train,train,train,test,train,train,train,train
ds3_133,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_133.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_133.tif,normal,140,val,test,train,train,val,train,train,train,test,train,train,val,train,train,test,val,test,train,train,val,test,train,val,train,train
ds3_134,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_134.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_134.tif,abnormal,130,train,train,train,train,test,train,test,val,val,val,val,train,test,val,train,train,train,test,train,train,train,test,train,train,train
ds3_135,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_135.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_135.tif,abnormal,149,train,train,train,train,test,train,train,train,train,test,train,train,train,val,test,train,train,test,train,train,train,train,train,test,train
ds3_136,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_136.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_136.tif,abnormal,137,val,train,train,test,train,train,train,train,train,test,test,val,val,train,train,train,train,test,train,train,test,train,train,val,train
ds3_137,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_137.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_137.tif,normal,137,train,train,val,test,train,train,train,test,train,val,train,test,train,val,train,train,train,test,val,train,val,test,train,train,train
ds3_138,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_138.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_138.tif,abnormal,140,test,train,train,train,train,train,train,train,val,test,train,train,train,train,test,test,train,train,train,val,train,train,val,train,test
ds3_139,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_139.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_139.tif,abnormal,102,train,val,train,val,test,train,test,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,train,train,val
ds3_140,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_140.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_140.tif,abnormal,142,test,train,train,train,train,train,test,train,train,train,train,test,train,train,val,val,train,train,train,test,val,train,train,train,test
ds3_141,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_141.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_141.tif,abnormal,149,val,train,val,test,train,val,train,train,train,test,train,train,train,test,train,val,train,val,test,train,train,train,val,test,train
ds3_142,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_142.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_142.tif,abnormal,144,train,train,train,test,train,train,test,train,train,train,val,test,train,train,train,val,train,test,train,train,train,train,train,train,test
ds3_143,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_143.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_143.tif,abnormal,146,train,val,train,test,train,test,train,train,train,train,train,train,train,test,train,train,val,train,train,test,train,val,train,test,val
ds3_144,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_144.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_144.tif,abnormal,131,val,test,val,train,val,train,test,train,train,train,val,train,test,train,train,val,train,train,train,test,train,test,train,val,train
ds3_145,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_145.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_145.tif,abnormal,129,val,test,train,train,val,train,train,test,train,train,train,train,test,train,train,val,val,val,test,train,train,train,train,test,train
ds3_146,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_146.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_146.tif,abnormal,148,test,train,val,train,train,train,test,train,train,train,test,train,train,train,val,train,train,test,train,train,test,train,train,val,train
ds3_147,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_147.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_147.tif,normal,136,test,train,train,val,val,train,test,train,train,val,train,test,train,train,train,train,train,train,test,train,train,val,test,train,val
ds3_148,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_148.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_148.tif,abnormal,141,test,train,val,train,train,train,val,train,test,train,train,test,train,train,train,train,test,train,train,val,train,train,val,train,test
ds3_149,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_149.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_149.tif,abnormal,122,test,train,train,train,train,test,val,train,val,train,val,train,train,train,test,test,train,train,train,val,train,val,val,test,train
ds3_150,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_150.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_150.tif,abnormal,140,train,train,test,train,train,train,test,train,train,train,train,train,val,train,test,val,val,val,test,train,train,val,val,train,test
ds3_151,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_151.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_151.tif,abnormal,152,train,test,train,train,val,val,train,test,train,train,val,train,test,train,train,train,test,train,train,val,test,train,val,train,train
ds3_152,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_152.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_152.tif,abnormal,87,train,train,test,train,val,test,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,test,train,train
ds3_153,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_153.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_153.tif,abnormal,149,train,test,train,val,train,test,train,train,train,train,test,val,val,train,train,train,val,train,train,test,val,test,train,val,train
ds3_154,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_154.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_154.tif,abnormal,141,val,train,test,train,train,train,val,train,train,test,test,train,val,train,train,train,val,train,train,test,train,train,test,train,train
ds3_155,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_155.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_155.tif,abnormal,135,val,train,train,test,val,train,train,train,train,test,train,train,val,train,test,test,train,train,val,train,train,test,train,train,val
ds3_156,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_156.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_156.tif,abnormal,141,train,train,train,test,train,train,train,train,test,train,train,val,train,test,train,train,val,test,val,train,test,val,train,val,val
ds3_157,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_157.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_157.tif,abnormal,140,train,train,test,val,train,train,test,train,train,train,test,train,train,train,train,train,test,train,val,train,train,val,train,test,train
ds3_158,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_158.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_158.tif,abnormal,152,train,test,val,train,val,train,train,test,train,train,train,val,train,train,test,train,test,val,train,train,val,val,test,train,train
ds3_159,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_159.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_159.tif,abnormal,137,val,val,test,val,train,val,val,train,test,train,train,train,train,test,train,train,train,train,train,test,train,train,train,test,val
ds3_160,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_160.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_160.tif,abnormal,140,train,train,train,test,val,train,train,val,test,train,train,test,train,train,val,train,val,test,train,train,test,train,val,train,train
ds3_161,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_161.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_161.tif,abnormal,116,train,train,train,train,test,train,train,test,val,train,train,val,train,train,test,train,test,train,train,train,train,train,train,train,test
ds3_162,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_162.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_162.tif,abnormal,133,train,train,val,train,test,train,train,train,test,train,train,test,train,train,train,test,train,train,train,train,test,train,val,train,train
ds3_163,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_163.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_163.tif,abnormal,138,test,train,train,val,train,test,train,train,val,train,train,test,train,train,val,train,train,train,test,train,test,val,train,train,val
ds3_164,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_164.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_164.tif,abnormal,134,train,val,val,train,test,test,train,val,train,train,train,test,train,train,val,train,train,train,train,test,train,train,train,train,test
ds3_165,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_165.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_165.tif,normal,146,train,train,train,train,test,val,train,train,test,train,train,train,train,val,test,train,train,train,test,train,test,train,train,val,train
ds3_166,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_166.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_166.tif,abnormal,135,val,train,test,train,train,val,train,train,test,train,train,train,train,train,test,test,train,val,train,train,train,train,test,train,val
ds3_167,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_167.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_167.tif,abnormal,147,train,val,test,train,train,val,test,train,val,val,train,train,val,test,train,train,val,test,train,train,train,train,train,test,train
ds3_168,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_168.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_168.tif,abnormal,108,train,train,train,train,test,train,test,train,train,train,train,test,train,train,train,test,train,train,train,val,train,train,train,test,val
ds3_169,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_169.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_169.tif,abnormal,139,test,val,train,train,train,test,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,train,train,train,train
ds3_170,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_170.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_170.tif,abnormal,140,train,train,train,test,val,train,train,test,train,val,train,val,train,train,test,val,test,train,train,train,train,train,train,train,test
ds3_171,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_171.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_171.tif,abnormal,140,train,train,train,test,train,train,val,val,train,test,train,test,train,train,train,train,train,val,train,test,test,train,val,train,train
ds3_172,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_172.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_172.tif,abnormal,135,train,test,train,train,train,val,train,train,val,test,train,train,train,test,train,train,train,test,val,val,test,train,train,train,train
ds3_173,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_173.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_173.tif,abnormal,136,train,train,train,train,test,test,val,train,train,val,train,test,train,train,train,test,val,train,train,train,val,test,train,train,train
ds3_174,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_174.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_174.tif,abnormal,132,train,test,train,train,train,train,train,test,train,train,train,train,train,test,val,train,train,val,test,train,train,val,train,train,test
ds3_175,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_175.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_175.tif,normal,143,val,train,train,train,test,train,train,train,test,train,train,test,train,train,train,train,test,val,train,train,train,train,test,train,train
ds3_176,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_176.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_176.tif,abnormal,141,test,train,train,train,train,train,val,train,test,train,test,train,val,val,train,train,val,val,test,train,train,train,val,train,test
ds3_177,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_177.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_177.tif,abnormal,148,val,train,test,train,train,train,train,test,train,train,val,train,train,train,test,train,test,train,train,train,train,train,test,val,train
ds3_178,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_178.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_178.tif,normal,136,test,train,train,train,train,train,test,train,train,train,train,test,val,train,train,train,train,train,test,train,train,test,val,train,train
ds3_179,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_179.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_179.tif,abnormal,152,train,train,val,test,train,train,train,train,train,test,test,train,train,train,val,train,train,train,val,test,train,train,train,train,test
ds3_180,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_180.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_180.tif,abnormal,127,train,test,train,train,train,train,train,test,train,val,test,train,train,train,train,train,val,train,test,train,val,val,test,train,train
ds3_181,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_181.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_181.tif,abnormal,140,train,test,val,train,val,train,train,val,train,test,test,train,train,train,train,train,train,val,train,test,train,val,train,train,test
ds3_182,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_182.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_182.tif,abnormal,149,train,train,train,val,test,test,train,val,train,train,train,test,train,train,train,val,train,test,val,train,test,val,train,train,train
ds3_183,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_183.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_183.tif,abnormal,111,test,train,train,val,train,train,train,val,test,train,train,val,train,train,test,test,train,train,val,train,train,val,train,test,val
ds3_184,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_184.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_184.tif,abnormal,139,train,test,train,val,val,test,train,val,train,val,train,test,train,val,train,test,train,train,train,train,val,train,val,train,test
ds3_185,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_185.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_185.tif,normal,126,val,train,test,val,train,train,train,test,val,train,train,val,test,train,val,train,train,test,val,val,test,train,val,train,train
ds3_186,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_186.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_186.tif,abnormal,140,val,test,train,train,train,test,train,train,train,train,val,train,train,test,train,train,train,val,test,train,train,train,train,test,val
ds3_187,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_187.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_187.tif,normal,132,test,val,val,train,val,train,train,train,train,test,train,train,test,train,train,train,test,train,train,train,val,val,test,train,val
ds3_188,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_188.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_188.tif,abnormal,151,train,test,train,train,train,test,train,train,train,train,test,train,train,train,train,val,test,val,train,train,train,train,test,train,train
ds3_189,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_189.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_189.tif,abnormal,130,train,train,test,train,train,train,test,train,train,train,train,test,val,train,train,train,train,val,test,val,val,train,val,test,val
ds3_190,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_190.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_190.tif,abnormal,145,train,test,train,train,train,train,train,train,train,test,train,train,train,val,test,train,val,train,train,test,val,train,val,test,val
ds3_191,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_191.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_191.tif,abnormal,143,train,train,train,train,test,train,train,val,test,train,test,train,train,train,train,train,val,val,val,test,train,train,val,test,val
ds3_192,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_192.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_192.tif,abnormal,145,train,test,train,train,val,test,train,train,train,val,train,test,train,train,val,val,test,train,train,train,val,train,train,test,val
ds3_193,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_193.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_193.tif,abnormal,136,train,train,train,train,test,train,train,train,test,val,train,train,train,test,train,train,val,test,train,train,train,train,train,train,test
ds3_194,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_194.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_194.tif,abnormal,138,train,train,test,val,val,train,test,train,val,train,train,train,train,train,test,val,train,train,train,test,train,train,train,train,test
ds3_195,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_195.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_195.tif,abnormal,135,test,train,train,train,train,train,train,train,test,train,val,val,train,test,val,val,train,test,train,train,val,val,train,train,test
ds3_196,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_196.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_196.tif,abnormal,130,train,train,test,train,val,train,train,val,test,val,train,train,test,train,val,train,test,val,train,train,test,train,train,train,train
ds3_197,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_197.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_197.tif,abnormal,144,train,test,val,train,train,train,test,train,val,val,train,val,train,test,train,val,train,train,train,test,train,train,test,train,train
ds3_198,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_198.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_198.tif,abnormal,149,val,train,test,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,test,train,train,train,val,test,train
ds3_199,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_199.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_199.tif,abnormal,127,train,train,train,train,test,train,train,val,train,test,test,train,train,val,train,train,val,train,test,train,test,val,train,val,train
ds3_200,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_200.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_200.tif,abnormal,126,train,val,val,test,train,test,train,val,val,train,train,train,train,train,test,train,train,test,train,train,train,val,test,train,train
ds3_201,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_201.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_201.tif,normal,153,val,test,train,train,train,train,train,train,test,train,test,train,val,train,train,train,train,train,test,train,test,train,val,val,train
ds3_202,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds3_202.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds3_202.tif,abnormal,132,train,train,train,train,test,test,train,train,val,train,train,train,train,test,val,train,train,test,train,train,test,val,train,train,train
